id,language,tweet is reply,number of hashtags in tweet,number of cashtags in tweet,number of mentions in tweet,number of urls in tweet,number of photos in tweet,number of videos in tweet,presence of quoted tweet in tweet,number of replies to tweet,number of retweets to tweet,number of likes to tweet,number of words in tweet,number of special characters (ASCII) in tweet,number of non-ASCII characters in tweet,number of uppercase characters in tweet,number of digits in tweet,language in tweet is english,polarity of tweet,subjectivity of tweet,bot,number of tweets
851340447645446144,en,0.38,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.23,5.69,1.15,0.0,0.69,0.77,0.0,0.02,0.03,1,13
1656188970,en,0.33,0.04,0.0,0.0,0.02,0.18,0.13,0.04,0.15,0.98,3.42,10.38,2.16,0.55,1.04,0.25,0.82,0.12,0.34,0,55
851291359,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,1
61539708,en,0.0,2.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,8.98,4.84,1.98,5.98,0.22,1.0,0.0,0.01,0,85
484359316,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,1,1
299853075,en,0.51,0.0,0.0,0.01,0.0,0.04,0.04,0.03,0.39,0.32,1.97,5.68,1.12,0.84,1.97,0.28,0.71,0.01,0.21,0,69
938292907,en,0.07,0.26,0.0,0.04,0.0,0.27,0.27,0.07,0.02,0.05,0.38,10.91,1.77,2.3,4.66,0.14,0.92,0.08,0.33,0,138
2349414077,en,0.11,0.03,0.0,0.04,0.03,0.19,0.11,0.39,0.15,1.1,7.1,7.32,1.11,0.39,1.71,0.29,0.9,0.12,0.31,0,72
785293598581460992,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
3741613469,en,0.0,1.8,0.0,1.0,0.4,0.0,0.2,0.4,0.0,1.4,3.4,14.4,5.0,0.2,6.0,2.4,1.0,0.27,0.34,0,5
12226212,en,0.45,0.03,0.0,0.11,0.06,0.06,0.06,0.29,0.36,0.09,0.9,19.35,3.73,0.84,4.32,0.52,0.96,0.06,0.36,0,529
23257566,en,0.5,0.0,0.59,0.01,0.05,0.03,0.03,0.29,0.52,0.08,1.14,24.37,6.02,0.19,8.3,2.19,0.97,0.1,0.38,0,535
3262204521,en,0.33,0.0,0.0,0.0,0.05,0.09,0.08,0.14,0.3,0.14,1.72,6.88,0.6,0.67,1.0,0.26,0.79,0.01,0.25,0,1004
3063446486,en,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,29.0,5.0,0.0,7.0,2.5,1.0,0.0,0.03,1,2
2837606612,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
68894764,en,0.02,0.06,0.0,0.04,0.05,0.11,0.12,0.17,0.02,0.0,0.17,15.93,1.01,1.49,2.36,0.25,0.89,0.05,0.35,0,81
552121309,en,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,17.0,1.0,0.0,6.0,1.0,1.0,0.28,0.88,1,1
2377362360,en,0.47,0.05,0.0,0.12,0.06,0.15,0.15,0.12,1.59,0.36,5.19,8.33,2.4,0.38,4.54,0.73,0.82,0.03,0.25,0,1624
2354937546,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,4.0,0.5,0.5,0.77,0.95,1,2
23665850,en,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,1,1
271715717,en,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,0.0,1.0,0.25,1.0,0,1
1355238733,en,0.47,0.44,0.0,0.09,0.06,0.41,0.32,0.06,0.29,0.26,6.59,6.97,2.74,1.06,4.03,0.59,0.74,0.04,0.09,0,34
34499774,en,0.78,0.15,0.0,0.01,0.07,0.18,0.18,0.16,0.44,0.86,6.34,18.11,4.23,0.29,6.52,1.08,0.97,0.04,0.27,0,273
243373126,en,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,2.25,1.5,5.25,0.0,0.75,0.12,0.12,1,4
1337170682,en,0.29,0.0,0.0,0.01,0.0,0.03,0.04,0.08,0.58,4.15,73.33,6.67,0.85,0.88,2.22,0.22,0.78,-0.02,0.17,0,72
26038648,en,0.09,0.05,1.07,0.31,0.87,0.05,0.05,0.0,0.0,0.01,0.11,12.47,3.81,0.48,10.91,0.92,0.96,0.08,0.24,0,75
236026761,en,0.1,0.12,0.0,0.31,0.4,0.08,0.07,0.32,2.93,6.78,19.73,18.87,4.49,1.36,6.01,0.53,0.93,0.11,0.33,0,468
16021608,en,0.57,0.18,0.0,0.23,0.06,0.14,0.13,0.24,0.8,0.43,4.12,15.41,4.44,0.67,5.79,0.44,0.89,0.14,0.36,0,2143
783009187513196544,en,0.34,0.0,0.0,0.0,0.51,0.0,0.0,0.15,0.06,0.1,0.42,11.74,2.14,0.65,4.63,0.48,0.99,0.04,0.26,0,884
39292826,en,0.29,1.04,0.0,0.5,0.04,0.08,0.08,0.42,0.12,0.33,1.38,13.88,4.75,2.38,8.08,1.71,0.88,0.15,0.41,0,24
10981602,en,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,5.4,2.2,0.0,3.6,0.8,0.2,0.16,0.16,1,5
351149827,en,0.23,0.16,0.0,0.41,0.7,0.0,0.0,0.0,0.03,0.11,0.22,15.9,4.3,0.51,11.95,0.73,0.97,-0.04,0.32,1,616
2548961978,en,0.88,0.0,0.0,0.02,0.07,0.29,0.28,0.03,0.47,0.2,1.36,12.41,3.32,0.99,3.42,0.8,0.87,0.09,0.28,0,237
3865103837,en,0.88,0.06,0.07,0.03,0.01,0.04,0.04,0.09,0.32,0.08,1.94,8.07,3.06,0.88,5.69,1.82,0.7,0.18,0.36,0,201
705468581517996032,en,0.94,0.09,0.0,0.04,0.0,0.0,0.0,0.0,0.11,0.0,1.04,9.45,3.26,0.23,4.83,0.34,0.85,0.08,0.27,0,47
19864013,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,6.0,4.0,1.0,0.0,0.56,1,1
358020429,en,0.42,0.16,0.0,0.07,0.02,0.24,0.28,0.11,0.13,0.07,0.38,7.46,2.69,0.66,4.37,0.27,0.84,0.09,0.28,0,716
83917815,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,2.0,0.0,3.0,2.0,1.0,0.31,0.54,1,1
1400931295,en,0.13,0.08,0.0,0.04,0.99,0.0,0.0,0.0,0.04,0.07,0.28,12.41,2.14,0.37,7.32,0.56,0.93,0.01,0.23,0,71
96817116,en,0.26,0.19,0.0,0.43,0.11,0.36,0.38,0.24,0.22,0.62,1.54,15.44,4.15,0.89,5.14,2.51,0.9,0.07,0.22,0,170
84169171,en,0.13,0.01,0.0,0.15,0.08,0.1,0.11,0.36,2.88,27.17,110.87,8.06,1.33,0.45,2.37,0.58,0.79,0.08,0.23,0,699
259844552,en,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,1
481414776,en,0.5,0.0,0.0,0.13,0.0,0.1,0.1,0.07,0.8,42.4,224.23,8.9,1.67,0.0,1.33,0.47,0.7,0.07,0.28,0,30
1952622824,en,0.0,0.99,0.0,0.0,0.99,0.01,0.01,0.0,0.0,0.0,0.04,8.4,4.18,4.5,4.63,0.03,0.66,-0.0,0.07,0,145
2318935633,en,0.46,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.07,0.0,0.05,6.71,1.37,1.06,2.86,0.46,0.76,0.04,0.16,0,83
47914429,en,0.38,0.0,0.0,0.0,0.0,0.62,0.62,0.0,0.0,0.0,0.38,8.5,2.38,0.0,22.0,0.25,0.88,0.29,0.46,1,8
886066025581727744,en,0.18,0.02,0.0,0.02,0.0,0.06,0.07,0.23,0.09,0.07,0.37,6.02,0.7,0.66,2.15,0.26,0.73,0.0,0.25,0,1066
781625460224647168,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
16742913,en,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13.5,3.75,0.0,6.5,0.75,1.0,0.43,0.41,1,4
29308444,en,0.65,0.13,0.0,0.35,0.0,0.04,0.04,0.04,0.52,0.0,0.35,18.04,3.74,0.83,7.35,0.17,0.91,0.08,0.34,0,23
49070320,en,0.77,0.13,0.0,0.0,0.03,0.23,0.23,0.1,0.23,0.07,1.13,6.67,2.9,0.33,2.97,0.4,0.7,0.22,0.37,0,30
129432587,en,0.67,0.33,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0.0,0.33,30.33,7.0,0.0,6.67,0.0,1.0,0.07,0.11,0,3
122729263,en,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,0,1
767814305932771329,en,0.34,0.01,0.0,0.0,0.03,0.15,0.1,0.29,0.32,0.26,0.88,6.15,0.74,0.96,1.77,0.15,0.77,-0.02,0.25,0,326
552731338,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
312095460,en,0.12,2.13,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.64,0.04,4.5,2.72,0.28,13.22,1.58,0.9,0.0,0.0,1,137
67072460,en,0.82,0.01,0.0,0.0,0.0,0.02,0.03,0.05,0.51,0.38,0.96,12.97,3.27,0.39,3.09,0.97,0.86,0.1,0.33,0,314
63189112,en,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,7.67,92.33,7.0,2.33,1.0,3.67,0.33,1.0,0.17,0.17,0,3
239527850,en,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,101.0,569.33,8.33,1.67,0.0,6.67,0.0,0.67,0.07,0.07,0,3
3164304300,en,0.58,0.0,0.0,0.0,0.05,0.08,0.05,0.26,0.29,0.34,5.45,9.66,1.71,0.61,1.92,0.82,0.84,0.07,0.24,0,38
100328536,en,0.22,0.08,0.03,0.04,0.01,0.0,0.0,0.04,0.18,0.07,0.55,9.47,1.27,1.01,2.5,0.49,0.91,0.07,0.38,0,74
34204597,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,3.0,0.0,1.0,0.2,0.2,1,1
805251199,en,0.08,1.0,0.0,0.15,0.15,0.69,0.77,0.0,0.0,0.08,0.85,13.38,4.08,0.08,10.85,7.92,1.0,0.11,0.2,1,13
271604615,en,0.71,0.04,0.0,0.01,0.09,0.07,0.05,0.05,0.36,0.14,0.29,8.57,2.79,0.66,4.01,1.77,0.86,0.1,0.21,0,80
815390867238195200,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.62,0.58,1,1
478557457,en,0.41,0.17,0.0,0.18,0.05,0.1,0.1,0.14,0.29,0.2,2.67,12.39,4.86,1.1,6.0,1.01,0.85,0.08,0.29,0,218
43811517,en,0.84,0.05,0.0,0.03,0.03,0.05,0.05,0.1,0.59,0.16,2.43,25.44,5.24,1.53,6.83,1.14,0.97,0.08,0.42,0,451
64111488,en,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.14,0.0,0.43,3.57,0.29,4.43,0.86,0.57,0.86,0.16,0.2,0,7
80356835,en,0.51,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.35,0.03,0.88,9.86,2.88,0.35,3.52,1.22,0.88,0.03,0.34,0,4451
127011587,en,0.0,0.01,0.0,0.02,0.31,0.0,0.0,0.63,0.08,0.17,0.39,10.28,1.93,0.07,3.71,0.39,0.94,0.05,0.3,0,275
87547277,en,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,11.8,4.28,1.73,14.35,1.0,0.42,0.01,0.11,0,40
1457347202,en,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.18,0.36,11.95,0.91,0.82,1.95,0.36,0.86,0.1,0.44,0,22
28822500,en,0.76,0.0,0.0,0.0,0.01,0.12,0.12,0.13,0.86,4.15,65.3,13.22,2.31,0.7,3.86,0.73,0.81,0.02,0.33,0,86
715266367922933760,en,0.3,0.0,0.0,0.03,0.0,0.06,0.04,0.16,0.42,0.44,2.46,8.72,1.34,0.99,0.8,0.32,0.8,-0.01,0.3,0,194
1111799358,en,0.03,0.01,0.0,0.07,0.97,0.0,0.0,0.0,0.0,0.0,0.03,6.53,1.49,0.03,2.66,0.04,0.98,-0.01,0.08,0,103
263685676,en,0.55,0.07,0.0,0.05,0.05,0.06,0.07,0.06,0.21,0.12,0.53,9.59,2.05,1.02,3.53,0.24,0.85,0.05,0.27,0,170
28272421,en,0.33,0.37,0.0,0.0,0.3,0.37,0.37,0.0,0.07,0.0,0.41,8.74,2.63,0.0,6.26,0.85,0.78,0.16,0.25,0,27
527157011,en,0.64,0.01,0.0,0.02,0.01,0.08,0.08,0.16,0.37,0.17,1.84,10.36,3.4,0.82,4.03,0.45,0.84,0.04,0.36,0,235
4209141373,en,0.24,0.0,0.0,0.02,0.02,0.05,0.05,0.76,0.12,0.1,0.76,5.5,0.74,0.67,2.9,0.07,0.83,0.06,0.26,0,42
2554023511,en,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,8.5,2.0,0.5,4.5,1.0,1.0,0.0,0.0,0,2
147071780,en,0.57,0.0,0.01,0.03,0.01,0.07,0.09,0.17,0.19,0.28,4.19,7.47,2.31,0.7,4.03,0.16,0.76,0.06,0.21,0,80
473673301,en,0.75,1.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.5,9.5,4.0,0.0,3.75,0.0,1.0,-0.25,0.28,0,4
754608456124944386,en,0.98,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.29,0.03,0.83,17.71,3.9,0.01,5.14,0.99,0.87,0.04,0.29,1,86
62458211,en,0.6,0.01,0.0,0.01,0.03,0.03,0.03,0.13,0.59,1.66,4.97,9.61,1.77,0.34,3.07,0.77,0.83,0.17,0.35,0,15814
61713117,en,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.0,14.01,3.59,0.25,3.27,0.0,0.99,0.37,0.52,1,99
177028452,en,0.0,0.26,0.0,0.16,0.72,0.04,0.04,0.16,0.01,0.01,0.14,20.37,3.4,0.61,3.8,0.51,1.0,0.08,0.33,1,99
1597604647,en,0.45,0.15,0.0,0.09,0.05,0.2,0.2,0.18,0.49,0.96,9.5,8.58,1.49,0.59,2.84,0.61,0.88,0.03,0.24,0,101
752106432,en,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1,1
856196500862361600,en,0.9,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.25,0.15,5.25,7.65,2.55,0.8,3.8,1.2,0.7,0.19,0.34,0,20
873985206910201856,en,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,11.0,5.0,0.0,13.0,7.5,1.0,0.0,0.0,1,2
505970982,en,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,14.5,5.5,0.0,6.5,0.5,1.0,0.01,0.29,1,2
27565975,en,0.03,0.0,0.0,0.57,1.03,0.0,0.0,0.0,0.0,0.0,0.1,11.23,2.83,0.1,6.83,0.87,0.93,0.08,0.28,0,30
365353033,en,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,3.0,0.0,1.0,0.23,0.55,1,1
2182195711,en,0.67,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.0,4.33,2.0,0.0,2.67,0.0,0.67,0.0,0.33,1,3
94772641,en,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.29,0.14,1.86,19.09,6.45,0.0,7.75,1.04,0.76,0.06,0.23,0,80
46037928,en,0.0,0.29,0.0,0.02,1.44,0.04,0.04,0.0,0.04,0.0,0.27,14.27,3.88,0.23,8.58,5.17,0.98,0.07,0.12,0,48
253973097,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
456016010,en,0.47,0.49,0.0,0.11,0.22,0.33,0.32,0.22,0.26,0.1,1.13,14.78,6.24,1.32,5.64,0.22,0.93,0.15,0.38,0,156
821786420,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,3.5,0.0,2.0,0.0,1.0,0.34,0.34,1,2
1674646670,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0,1
1231406720,en,0.54,0.14,0.05,0.43,0.3,0.31,0.31,0.16,1.35,5.28,23.36,18.81,4.95,0.38,6.33,1.32,0.95,0.1,0.31,0,1237
268600608,en,0.61,0.05,0.01,0.06,0.02,0.12,0.12,0.34,0.16,0.05,3.2,6.57,2.03,0.93,3.31,0.34,0.82,0.05,0.24,0,548
2163689587,en,0.32,0.0,0.0,0.0,0.05,0.05,0.05,0.68,0.0,0.11,0.32,3.79,0.63,1.21,2.26,0.05,0.79,-0.03,0.12,0,19
2832810423,en,0.45,0.0,0.0,0.0,0.0,0.06,0.06,0.48,0.39,0.18,1.12,5.76,1.42,0.94,2.73,0.52,0.88,0.04,0.18,0,33
3075584137,en,0.44,0.0,0.0,0.06,0.0,0.06,0.1,0.33,0.25,0.96,3.77,6.56,1.33,0.73,1.96,0.35,0.65,0.05,0.19,0,48
19423640,en,0.31,0.95,0.0,1.16,0.15,0.5,0.39,0.25,0.48,0.81,3.82,16.3,4.76,1.27,7.74,1.92,0.95,0.19,0.38,0,740
200851753,en,0.88,0.16,0.0,0.01,0.01,0.08,0.09,0.01,0.36,0.04,1.12,13.47,5.62,0.94,5.67,1.85,0.91,0.08,0.3,1,232
346928230,en,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.06,26.19,7.88,0.0,11.75,2.56,0.88,0.0,0.17,0,16
737878023475695616,en,0.25,0.0,0.0,0.05,0.0,0.15,0.15,0.02,0.26,0.13,0.8,15.62,1.25,0.08,4.38,0.41,0.84,0.05,0.36,0,61
27559315,en,0.42,0.65,0.0,0.42,0.12,0.28,0.27,0.16,0.57,0.46,1.75,14.78,5.51,0.32,7.79,0.71,0.91,0.05,0.23,0,1487
594129665,en,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.12,1.88,9.29,2.06,2.35,1.59,1.18,0.71,0.29,0.53,0,17
506993721,en,0.41,0.09,0.0,0.03,0.06,0.24,0.23,0.17,0.33,0.2,1.98,10.86,1.75,0.8,3.83,0.31,0.89,0.08,0.31,0,957
2577785372,en,0.0,8.4,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.13,22.2,16.13,1.87,8.0,0.27,1.0,0.15,0.34,0,15
975116011,en,0.5,0.01,0.09,0.06,0.19,0.21,0.19,0.07,0.61,0.06,1.23,10.87,3.63,0.01,3.53,1.12,0.91,0.07,0.27,0,233
61779156,en,0.0,0.67,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,20.67,3.33,0.0,8.33,0.0,1.0,0.2,0.38,1,3
2611644221,en,0.2,0.3,0.0,0.23,0.03,0.23,0.23,0.0,0.1,0.1,2.03,12.37,3.63,0.73,3.4,0.47,0.93,0.09,0.31,0,30
32745914,en,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,3.0,1.33,1.0,0.15,0.35,0,3
787844583132504064,en,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,1.5,0.25,2.5,0.0,1.0,0.14,0.39,1,4
2393064810,en,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,7.5,1.0,1.0,1.0,1.0,0.5,0.01,0.32,0,2
865887312407822336,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.5,0.0,7.0,1.5,1.0,0.23,0.46,1,2
18662462,en,0.28,0.66,0.06,0.26,0.12,0.2,0.2,0.37,0.18,0.08,0.66,17.22,5.19,0.09,4.23,0.41,0.86,0.15,0.38,0,177
1696678122,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0,1
1091325709,en,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,3.5,2.0,1.0,-0.06,0.06,0,2
819708786348871680,en,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2
76132385,en,0.03,0.02,0.57,0.04,0.0,0.0,0.0,0.53,0.5,0.09,1.05,15.39,2.87,0.4,5.36,0.75,0.91,0.11,0.4,0,1485
466596089,en,0.93,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.29,9.36,2.75,33.89,0.93,0.93,0.07,0.0,0.0,0,28
493682705,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27,12.73,4.0,1.0,10.55,4.64,1.0,0.02,0.4,1,11
2914216356,en,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.15,0.09,0.83,2.06,7.42,0.33,0.43,1.26,0.33,0.81,-0.0,0.3,0,150
264960710,en,0.5,0.0,0.0,0.12,0.0,0.38,0.12,0.38,0.12,0.0,0.62,9.25,2.38,0.25,2.12,0.62,0.75,0.1,0.29,0,8
45274336,en,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,8.0,3.33,0.33,3.0,2.67,1.0,0.0,0.0,0,3
3272792478,en,0.5,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.36,0.88,2.86,6.69,1.68,1.65,2.41,0.41,0.68,0.07,0.26,0,521
382146832,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.5,0.5,6.5,0.0,1.0,0.3,0.6,0,2
122162381,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.67,23.33,10.33,0.0,9.67,4.67,1.0,0.41,0.56,1,3
122725212,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
7510842,en,0.44,0.0,0.0,1.0,0.11,0.0,0.0,0.11,0.33,0.0,0.0,30.78,5.33,0.44,6.22,0.22,1.0,0.02,0.35,0,9
531884384,en,0.43,0.14,0.0,0.57,0.0,0.14,0.14,0.0,0.29,0.0,0.57,18.14,4.14,0.0,4.57,2.29,0.86,0.21,0.5,0,7
65435225,en,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.18,0.0,0.78,22.44,4.62,0.64,7.0,0.24,0.96,0.1,0.35,1,45
262683538,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,0.0,25.0,23.0,1.0,0.0,1.0,0,1
1668852648,en,0.14,0.0,0.0,0.16,0.14,0.11,0.08,0.21,0.05,0.1,0.97,9.16,0.6,0.7,2.96,0.3,0.89,0.04,0.29,0,553
104700362,en,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.21,0.19,2.7,13.6,4.09,0.0,5.45,0.28,0.79,0.09,0.34,1,47
3202767712,en,0.19,0.01,0.0,0.0,0.02,0.0,0.0,0.4,0.17,0.56,2.86,3.71,0.48,1.81,0.9,0.13,0.66,0.05,0.21,0,167
782524619546890240,en,0.33,0.0,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.5,17.17,4.5,1.33,6.33,0.0,1.0,-0.07,0.6,0,6
850921453210021888,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
858603882,en,0.0,0.09,0.0,0.57,1.0,0.0,0.0,0.0,0.0,0.22,0.57,11.61,2.7,0.0,8.0,2.04,0.96,0.17,0.31,0,23
32538846,en,0.26,0.07,0.0,0.07,0.05,0.09,0.09,0.56,0.22,0.5,3.08,11.83,2.65,0.61,3.91,0.32,0.9,0.08,0.26,0,244
1968221778,en,0.58,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.44,0.78,4.77,9.07,1.6,1.47,1.65,0.35,0.78,0.04,0.33,0,81
564311324,en,0.37,0.11,0.0,0.02,0.34,0.17,0.11,0.34,0.17,0.03,0.57,12.61,2.87,0.22,3.71,0.47,0.94,0.01,0.34,0,241
1628307476,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.5,0.0,0.0,0.0,1,2
2476047985,en,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.32,2.38,7.18,1.5,0.68,0.65,0.12,0.65,0.05,0.28,0,34
446800923,en,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,36.0,8.0,0.0,14.0,0.5,1.0,0.01,0.52,1,2
1525582321,en,0.3,0.8,0.0,2.3,0.2,0.0,0.0,0.1,0.3,0.0,0.2,24.1,8.3,1.0,14.7,0.8,1.0,0.06,0.49,0,10
717782593266065408,en,0.76,0.0,0.0,0.16,0.04,0.04,0.04,0.12,0.24,0.48,0.8,9.2,2.32,1.88,5.2,0.68,0.84,0.19,0.24,0,25
605508237,en,0.38,0.0,0.0,0.0,0.0,0.3,0.24,0.2,0.25,0.1,2.64,15.63,2.17,1.18,3.91,0.93,0.93,0.08,0.35,0,102
57755798,en,0.14,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.14,0.02,0.41,10.78,1.57,1.57,3.24,0.35,0.02,0.01,0.03,0,51
356635910,en,0.33,0.0,0.0,0.0,0.0,0.02,0.01,0.08,0.27,0.29,2.98,14.23,0.91,1.1,2.6,0.36,0.91,-0.0,0.39,0,368
3490526669,en,0.44,0.06,0.0,0.0,0.0,0.44,0.5,0.06,0.75,0.19,0.75,11.38,5.5,0.06,18.69,1.5,0.88,0.1,0.26,1,16
158210749,en,0.72,0.0,0.0,0.01,0.02,0.06,0.06,0.07,0.71,0.54,2.86,7.2,1.74,0.53,2.68,0.54,0.7,0.05,0.28,0,999
563093052,en,0.66,1.77,0.0,0.06,0.18,0.17,0.2,0.03,0.14,0.04,0.54,15.3,4.14,0.41,7.94,0.7,0.94,0.18,0.29,0,71
